atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	RDKit_SMARTS	RDKit_SMARTS_index	ligand_atom_type	interaction_types
N_pi_amide_don	341	14.0	32.9132424034637	0.4253607052256474	0.2323905922765768	0.650427918349777	-	100	120	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	88	6.0	3.841717471735125	1.5618014713846409	0.567382613375389	2.550317745049529	0	100	120	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	53	0.0	1.501558176204183	0.0	0.0	0.0	-	100	120	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
S_mix	54	7.0	3.395685084050858	2.061439687937552	0.8131668542317166	3.296297290059145	0	100	120	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
S_apol	149	12.0	9.29662786247937	1.290790615426404	0.6823195996098949	1.9433344895291484	0	100	120	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic
Water	335	42.0	83.25258547213359	0.5044888367347857	0.3660086826107163	0.6506152356663919	-	100	120	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
other_ligand	67	12.0	13.203127630729044	0.9088755585510756	0.3722699823622693	1.585817259110485	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	
metal	12	0.0	1.1717227484480583	0.0			?	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	
C_ali_apol	358	170.0	118.94668204935084	1.4292117869203549	1.2501437651781502	1.6241448687580893	+	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic
C_ali_weak_pol	372	79.0	93.2306133047489	0.8473611531629383	0.6851118982513812	1.0023476341863444	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hbond_weak;hydrophobic
C_ali_don	362	32.0	55.80566859145043	0.5734184502701664	0.3815430837840479	0.7532359625357133	-	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hbond_weak;hydrophobic
C_pi_carbonyl	333	36.0	18.105281010420168	1.9883701324094805	1.415771879377356	2.606252495669481	+	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
C_pi_phenyl	334	110.0	76.39497816735039	1.439885220714831	1.1784021803342473	1.6790652932624914	+	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic;pi
C_pi_don	124	7.0	9.139438793969738	0.7659113604019807	0.249415096125945	1.3644592709002716	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic;hbond_weak;pi
C_pi_neg	182	5.0	5.170252542019624	0.9670707493229876	0.1939520436622921	1.8283794141922527	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
C_pi_pos	61	3.0	1.3808386004437017	2.1725927990686364	0.0	4.502048937682884	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
O_ali_mix	179	13.0	13.836458544248815	0.9395467748070192	0.5255185576308433	1.461717331993292	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
O_pi_mix	149	10.0	8.05217708933338	1.2419001580636964	0.543010222486871	2.0406485432990564	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
O_pi_acc	363	55.0	66.3189523292334	0.8293255256349398	0.6451412003035194	1.011420431450866	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
O_pi_acc_neg	215	11.0	18.885204772420472	0.5824665463021165	0.2871715151231782	0.8925176596519167	-	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
N_don_pos	97	0.0	4.961710319456627	0.0	0.0	0.0	-	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
N_pi_don_pos	110	9.0	11.855352468861696	0.7591507737655769	0.3515307143933101	1.2949726476917245	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak;pi
N_pi	9	1.0	0.1997154447056281	5.00712401824484			?	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
N_pi_amide_don	341	28.0	37.583049089330565	0.7450167210607962	0.4994856910324833	0.9918726915545224	-	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	88	8.0	4.3652988988736245	1.8326351036498865	0.7700205013597673	3.0539560930600653	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	53	1.0	1.6557638219155038	0.6039508695407596	0.0	1.8973276754742507	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
S_mix	54	3.0	3.51328056621726	0.853902767927838	0.0	2.05286349029247	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
S_apol	149	16.0	11.355440216605103	1.4090162683964589	0.8231680967136216	2.13183707852358	0	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic
Water	335	66.0	99.86899299986696	0.6608657804338521	0.5212951481269551	0.8130706056172435	-	80	100	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
other_ligand	67	10.0	8.972560296358484	1.1145090887891278	0.4715707737529407	1.886196753255176	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	
metal	12	0.0	1.6520492754625733	0.0			?	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	
C_ali_apol	358	120.0	98.62258843747092	1.2167597900361629	1.0325382383454274	1.3985398658977424	+	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic
C_ali_weak_pol	372	88.0	78.66191868043511	1.1187115884816	0.9179735224907531	1.356337408393235	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hbond_weak;hydrophobic
C_ali_don	362	39.0	43.89422811820748	0.8884995060164337	0.6517305953610152	1.1148678479352274	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hbond_weak;hydrophobic
C_pi_carbonyl	333	34.0	13.798522555754774	2.464031918099815	1.753686319553331	3.162386096070077	+	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
C_pi_phenyl	334	82.0	66.18026675877842	1.239040034378876	0.980442409207109	1.5204259990788145	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic;pi
C_pi_don	124	6.0	9.098284399449	0.6594649866477427	0.2185662068668605	1.1908044588342377	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic;hbond_weak;pi
C_pi_neg	182	5.0	4.408709361014989	1.1341187614256525	0.2521054230977824	2.082947351995088	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
C_pi_pos	61	1.0	1.1825309954370935	0.8456437961107096	0.0	2.667169774043804	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
O_ali_mix	179	4.0	11.151787346984916	0.3586868970453845	0.083123144730799	0.7779175791123729	-	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
O_pi_mix	149	5.0	6.919577569421015	0.7225874628670963	0.1418798016492625	1.4955112711708634	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
O_pi_acc	363	27.0	51.90216689951152	0.5202094943795904	0.3321395513637472	0.7248968194706151	-	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
O_pi_acc_neg	215	4.0	15.521548317070485	0.2577062492922068	0.058153151377157	0.5485606262324824	-	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
N_don_pos	97	2.0	4.191960869258505	0.4771036902245154	0.0	1.203303794378215	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
N_pi_don_pos	110	7.0	9.47382724219658	0.7388777334699419	0.2250136907355805	1.3411155868184823	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak;pi
N_pi	9	1.0	0.111269604934678	8.987180286899195			?	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
N_pi_amide_don	341	35.0	30.919066830544885	1.131987591728466	0.7746239354604892	1.5201273913119575	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	88	6.0	3.8388244959966857	1.562978460270089	0.5385886553515795	2.5816193599661656	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	53	3.0	1.7819149499282887	1.6835820363484415	0.0	3.46247212151511	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
S_mix	54	4.0	3.3630960609292173	1.1893802399729276	0.2341422651273147	2.6095957662260374	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
S_apol	149	16.0	8.968271318961445	1.7840673448595945	0.9903345746907174	2.600116811459413	0	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic
Water	335	52.0	76.38502961589293	0.6807616657542108	0.5022912135838321	0.885878163522891	-	60	80	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
other_ligand	67	7.0	8.250557957072008	0.8484274683507815	0.1296801460256466	1.5598074081305615	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	
metal	12	0.0	0.7933287334841235	0.0			?	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	
C_ali_apol	358	73.0	66.92000560059601	1.0908546606479936	0.8705184152981809	1.348407156066878	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic
C_ali_weak_pol	372	71.0	57.11005032035679	1.2432137531262542	0.9969215957452262	1.505262926330652	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hbond_weak;hydrophobic
C_ali_don	362	28.0	32.8412827934113	0.8525854539889479	0.5524442053437221	1.1778970905401598	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hbond_weak;hydrophobic
C_pi_carbonyl	333	23.0	10.083547083489323	2.2809433832723323	1.456874276738928	3.179575917078584	+	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
C_pi_phenyl	334	65.0	46.55604328657192	1.396166757554928	1.020873548621443	1.735334798587281	+	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic;pi
C_pi_don	124	3.0	6.2140533115659	0.4827766756387901	0.0	1.1254495169086651	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic;hbond_weak;pi
C_pi_neg	182	1.0	3.090360489089815	0.3235868448132159	0.0	1.0423901761614898	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
C_pi_pos	61	0.0	0.8458530742554199	0.0	0.0	0.0	-	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
O_ali_mix	179	9.0	8.567271579680392	1.0505094785772802	0.4451402389325326	1.7508544218717967	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
O_pi_mix	149	2.0	4.365488067249929	0.4581389226565712	0.0	1.1970426602531576	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
O_pi_acc	363	21.0	36.80337940022921	0.5705997748638597	0.340311782529997	0.8314099876107719	-	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
O_pi_acc_neg	215	4.0	10.047858901791994	0.3980947621872573	0.0916657178082101	0.8271846582950736	-	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
N_don_pos	97	0.0	2.685831433051609	0.0	0.0	0.0	-	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
N_pi_don_pos	110	5.0	7.744450988600012	0.6456235577396127	0.1210597485564708	1.4609092996277624	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak;pi
N_pi	9	1.0	0.1030635038187254	9.702755708353006			?	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
N_pi_amide_don	341	23.0	20.599149843746936	1.1165509341144904	0.701945212778075	1.5811506308829408	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	88	3.0	2.790640776299839	1.075021918076376	0.0	2.411508830335724	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	53	2.0	0.8797964486085641	2.2732530952620755	0.0	5.762571849506664	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
S_mix	54	3.0	2.58728497636338	1.159516646757916	0.0	2.590683152636298	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
S_apol	149	14.0	7.15968418066312	1.955393512721024	0.9919095786099024	2.898563952756994	0	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic
Water	335	37.0	57.9610172500037	0.6383600867529226	0.4395553441282959	0.8580346149699275	-	40	60	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
other_ligand	67	5.0	6.256883198011365	0.7991199198970437	0.1527685067280983	1.8068632221351288	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	
metal	12	0.0	1.2468933491725305	0.0			?	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	
C_ali_apol	358	52.0	55.02643988833052	0.945000259975526	0.6943057722730744	1.2128511646600204	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic
C_ali_weak_pol	372	33.0	43.79822673815804	0.7534551614905822	0.5148720834618224	1.0170692208757293	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hbond_weak;hydrophobic
C_ali_don	362	27.0	26.66199699235541	1.0126773327497374	0.6623000564203182	1.3958883123449284	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hbond_weak;hydrophobic
C_pi_carbonyl	333	15.0	8.681059413824835	1.7278997049728828	0.8005790340479447	2.622941023616928	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
C_pi_phenyl	334	40.0	36.13925563382434	1.106829659285019	0.7552388976577795	1.4954621172304223	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic;pi
C_pi_don	124	3.0	4.589782884785949	0.6536256889066135	0.0	1.47393697897129	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic;hbond_weak;pi
C_pi_neg	182	2.0	2.407359849082983	0.8307856429365326	0.0	2.1605800675337155	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
C_pi_pos	61	1.0	0.4888540560256864	2.045600292508273	0.0	6.145105066878199	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
O_ali_mix	179	5.0	6.695905544395209	0.7467249898985265	0.1573810533814475	1.4749898439609277	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
O_pi_mix	149	4.0	4.434708587298768	0.9019758392820229	0.1922722682423391	1.961984880010485	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
O_pi_acc	363	42.0	31.8291149939542	1.3195465851933903	0.9691140000764568	1.6546923731154304	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
O_pi_acc_neg	215	3.0	9.189419221525393	0.3264624159242587	0.0	0.7588847461798618	-	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
N_don_pos	97	2.0	2.393250789810541	0.8356834179331151	0.0	2.2684247970882656	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
N_pi_don_pos	110	6.0	4.42349306640145	1.3563941233621175	0.2294737017470846	3.062508710305498	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak;pi
N_pi	9	0.0	0.0688770245359106	0.0			?	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
N_pi_amide_don	341	11.0	18.60275237691544	0.5913103489809465	0.2992213325832984	0.9590237413899014	-	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	88	3.0	1.8029639648207167	1.6639267664444493	0.0	3.339091832675615	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	53	2.0	0.8239069311577236	2.4274586417056523	0.0	5.272970061341169	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
S_mix	54	4.0	1.3489440132617552	2.965282443656038	0.7540620942568709	5.666074279694254	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
S_apol	149	7.0	5.031777325552168	1.391158540433195	0.5569583656920706	2.4278982567104164	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic
Water	335	50.0	45.05813415679908	1.1096775518045994	0.8543017041582304	1.4031434866423285	0	20	40	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
other_ligand	67	3.0	3.688771614594387	0.8132788671791698	0.0	2.0604842386446727	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	
metal	12	0.0	0.7155671969621576	0.0			?	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	
C_ali_apol	358	14.0	22.219740148020044	0.6300703746640129	0.3297626610895965	0.9415012272802468	-	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic
C_ali_weak_pol	372	13.0	18.877539200251945	0.6886490798454545	0.3574718199851905	1.0914379841627735	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hbond_weak;hydrophobic
C_ali_don	362	5.0	12.4515927430508	0.4015550542954021	0.083187897426912	0.7744049506069073	-	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hbond_weak;hydrophobic
C_pi_carbonyl	333	8.0	4.009320696194536	1.995350486079409	0.7231841903166075	3.1788507645133546	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
C_pi_phenyl	334	15.0	15.214890540287996	0.9858763006070284	0.5169061929224181	1.5258465123005416	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic;pi
C_pi_don	124	0.0	2.228011340183263	0.0	0.0	0.0	-	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic;hbond_weak;pi
C_pi_neg	182	1.0	1.046146946640683	0.9558886571443268	0.0	3.4983495382144163	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
C_pi_pos	61	1.0	0.2452810412249975	4.076955948188	0.0	13.514519372973078	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
O_ali_mix	179	3.0	3.1525486736823987	0.9516110012968616	0.0	2.0274118130972685	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
O_pi_mix	149	3.0	1.4661162439484974	2.0462224686362496	0.0	4.81225827313417	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
O_pi_acc	363	19.0	13.940771935739493	1.3629087462000815	0.8061122250687832	1.9417813602996656	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
O_pi_acc_neg	215	7.0	3.881488362800866	1.803431917273308	0.7582415772055527	3.4189514399736165	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;pi
N_don_pos	97	1.0	1.1128991058880344	0.8985540510449536	0.0	3.705122069037931	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
N_pi_don_pos	110	0.0	2.5211635099949365	0.0	0.0	0.0	-	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak;pi
N_pi	9	0.0	0.0499012848689134	0.0			?	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
N_pi_amide_don	341	7.0	8.460756760797937	0.8273491601169525	0.2566741162392967	1.4328764407200156	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	88	1.0	1.0049371838646826	0.9950870721633608	0.0	3.03109200136125	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	53	0.0	0.3533137637187996	0.0	0.0	0.0	-	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hydrophobic;pi
S_mix	54	0.0	0.430989366575392	0.0	0.0	0.0	-	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
S_apol	149	1.0	1.9209431305977984	0.5205776183956053	0.0	1.696861167532966	0	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	hydrophobic
Water	335	41.0	24.00730921011145	1.7078132180982415	1.3015051342074808	2.17842968976354	+	0	20	[s]1:[c]:[n]:[c]:[c]:1	0	sulfur_thiazole	desolvation;hbond_weak
other_ligand	165	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
metal	27	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
C_ali_apol	822	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
C_ali_weak_pol	832	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
C_ali_don	816	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
C_pi_carbonyl	757	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
C_pi_phenyl	749	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
C_pi_don	295	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
C_pi_neg	424	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
C_pi_pos	146	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
O_ali_mix	361	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
O_pi_mix	319	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
O_pi_acc	793	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
O_pi_acc_neg	487	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
N_don_pos	195	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
N_pi_don_pos	246	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
N_pi	15	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
N_pi_amide_don	769	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
N_pi_arom_don	223	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
N_pi_arom_acc	140	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
S_mix	136	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
S_apol	362	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
Water	755	0.0	0.0				?	160	180	[s]	0	sulfur_aromatic	
other_ligand	165	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
metal	27	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
C_ali_apol	822	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
C_ali_weak_pol	832	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
C_ali_don	816	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
C_pi_carbonyl	757	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
C_pi_phenyl	749	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
C_pi_don	295	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
C_pi_neg	424	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
C_pi_pos	146	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
O_ali_mix	361	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
O_pi_mix	319	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
O_pi_acc	793	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
O_pi_acc_neg	487	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
N_don_pos	195	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
N_pi_don_pos	246	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
N_pi	15	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
N_pi_amide_don	769	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
N_pi_arom_don	223	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
N_pi_arom_acc	140	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
S_mix	136	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
S_apol	362	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
Water	755	0.0	0.0				?	140	160	[s]	0	sulfur_aromatic	
other_ligand	165	1.0	0.8558044075755666	1.1684912944453385	0.0	2.644667373746917	0	120	140	[s]	0	sulfur_aromatic	
metal	27	0.0	0.0582569506789161	0.0			?	120	140	[s]	0	sulfur_aromatic	
C_ali_apol	822	8.0	6.288149675863394	1.2722343475231543	0.6752286508839386	2.085826286768889	0	120	140	[s]	0	sulfur_aromatic	hydrophobic
