atom_type	size	hits	expected	rf	rf_low	rf_high	type	alpha_min	alpha_max	distance_min	distance_max	ligand_atom_type	interaction_types
C_pi_carbonyl	459	6.0	10.355434263174638	0.5794059280871332	0.1831143969758175	1.0957890267188213	0	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;pi
C_pi_phenyl	382	37.0	32.188048973097374	1.1494949579244282	0.7367953786435328	1.6385762421817376	0	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	hydrophobic;pi
C_pi_don	104	4.0	3.885394369821941	1.02949652448879	0.0	1.8120070021615209	0	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	hydrophobic;hbond_weak;pi
C_pi_neg	254	1.0	3.458948282067688	0.2891052188274468	0.0	0.9351970459685446	-	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;pi
C_pi_pos	41	0.0	0.3125474475374397	0.0			?	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;pi
O_ali_mix	170	4.0	5.072689764388844	0.7885362964793725	0.0	1.86958188411586	0	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
O_pi_mix	141	3.0	3.0994639888941875	0.9679092935905754	0.0	2.5002865580958207	0	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
O_pi_acc	463	142.0	43.07875795203133	3.2962881649958096	2.951358873669136	3.6813925230714304	+	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;pi
O_pi_acc_neg	303	10.0	12.779701916260954	0.782490864460301	0.3199031703337333	1.295624564798332	0	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;pi
N_don_pos	178	0.0	5.198218714647867	0.0	0.0	0.0	-	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
N_pi_don_pos	79	2.0	2.1030924775149664	0.9509805305200932	0.0	2.34517789006155	0	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak;pi
N_pi	10	0.0	0.0243957632921417	0.0			?	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;pi
N_pi_amide_don	458	6.0	20.19169345225879	0.297151896357103	0.0946350269380309	0.5613375663552288	-	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	87	3.0	1.8693897778969089	1.6048017569535682	0.0	3.396852526169494	0	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	35	1.0	0.6556276118966832	1.5252560780762			?	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;pi
S_mix	70	0.0	2.768418368251001	0.0	0.0	0.0	-	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
S_apol	224	1.0	7.200853095279162	0.1388724345252362	0.0	0.4710813552771982	-	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	hydrophobic
Water	419	44.0	60.2787680208048	0.7299419255684473	0.553467082831908	0.916864359954282	-	0	180	3.25	3.5	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
other_ligand	71	8.0	8.528724289423906	0.938006638333994	0.2374185339994255	1.49847826955658	0	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	
metal	6	0.0	0.1274339327952214	0.0			?	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	
C_ali_apol	468	145.0	126.70331041267104	1.144405773832877	1.0060873286050454	1.2871972201985018	+	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	hydrophobic
C_ali_weak_pol	469	139.0	84.29111581646906	1.64904686162479	1.4307195983084309	1.8815608152651568	+	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	hbond_weak;hydrophobic
C_ali_don	468	30.0	47.1942321917945	0.6356708988946322	0.4176657235259104	0.8663536250551074	-	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	hbond_weak;hydrophobic
C_pi_carbonyl	459	16.0	16.55154579235707	0.9666770826558232	0.5569131410274182	1.468222055388633	0	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;pi
C_pi_phenyl	382	68.0	53.806634247915255	1.2637846791659275	0.9272217751496314	1.579209322512046	0	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	hydrophobic;pi
C_pi_don	104	5.0	7.426876244111874	0.6732305528807035	0.0	1.45015080459054	0	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	hydrophobic;hbond_weak;pi
C_pi_neg	254	3.0	5.722225759297093	0.5242715205924546	0.0	1.121011610891668	0	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;pi
C_pi_pos	41	2.0	0.618141356818886	3.23550588864093			?	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;pi
O_ali_mix	170	4.0	9.243714149924976	0.4327264923085559	0.1016015700427182	0.8900833521612967	-	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
O_pi_mix	141	3.0	5.161069063712624	0.58127491861966	0.0	1.335937233600941	0	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
O_pi_acc	463	67.0	66.80267588716129	1.0029538354597056	0.7860737428953192	1.2254702450419543	0	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;pi
O_pi_acc_neg	303	8.0	20.700891124361977	0.3864567931853498	0.1470684861827721	0.6320599331044358	-	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;pi
N_don_pos	178	1.0	7.087794100539525	0.1410876199019212	0.0	0.4676086807080121	-	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
N_pi_don_pos	79	6.0	5.292307589771528	1.1337209521979097	0.1818604856290313	2.530830425652014	0	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak;pi
N_pi	10	0.0	0.0784652543971888	0.0			?	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;pi
N_pi_amide_don	458	12.0	32.12112141275649	0.3735859606456441	0.1652784988131376	0.6014657057938448	-	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	87	2.0	3.4983785480953515	0.5716934209675151	0.0	1.5100078745324337	0	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	35	0.0	1.2238066292289418	0.0			?	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;pi
S_mix	70	4.0	3.465696360328824	1.154169201256997	0.2492747380707348	2.512638751857733	0	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
S_apol	224	11.0	11.192371894419855	0.9828122317383176	0.465054815694147	1.677346781674095	0	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	hydrophobic
Water	419	67.0	84.16146794164756	0.7960887759996501	0.6122607384962672	0.983579596041681	-	0	180	3.5	3.75	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
other_ligand	71	7.0	11.219279266398152	0.6239259968298558	0.1612292585871022	1.135915106870924	0	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	
metal	6	0.0	0.3869495551896187	0.0			?	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	
C_ali_apol	468	214.0	129.14600442501794	1.657039263063289	1.4918299057992166	1.8301616000898664	+	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	hydrophobic
C_ali_weak_pol	469	94.0	81.20629544544853	1.1575457233256727	0.9555784099771122	1.3786721902730228	0	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	hbond_weak;hydrophobic
C_ali_don	468	91.0	43.28347878050289	2.1024188111467392	1.7526114670694397	2.528500508291431	+	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	hbond_weak;hydrophobic
C_pi_carbonyl	459	25.0	14.822507566802605	1.6866242022363027	1.0517557298599172	2.285678257290471	+	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;pi
C_pi_phenyl	382	91.0	59.91870434019762	1.5187244284077566	1.1548959942007349	1.8498511744530328	+	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	hydrophobic;pi
C_pi_don	104	6.0	6.761877561842788	0.8873275129762691	0.3333089254926689	1.571501247240476	0	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	hydrophobic;hbond_weak;pi
C_pi_neg	254	4.0	4.8502769842156175	0.8246951695784187	0.1955307854011813	1.7169705561184516	0	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;pi
C_pi_pos	41	1.0	0.65576588881097	1.5249344576510266			?	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;pi
O_ali_mix	170	1.0	8.65062213624823	0.1155986221857679	0.0	0.3904924471489189	-	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
O_pi_mix	141	0.0	5.68544516716959	0.0	0.0	0.0	-	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
O_pi_acc	463	4.0	60.699714496647736	0.0658981682726186	0.0148451795623155	0.1311210114341864	-	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;pi
O_pi_acc_neg	303	0.0	17.773580906679666	0.0	0.0	0.0	-	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;pi
N_don_pos	178	1.0	5.766246103484679	0.17342305237296	0.0	0.5718286922355668	-	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
N_pi_don_pos	79	6.0	4.749162850146333	1.2633805555467794	0.3210771212001396	2.4118510957859667	0	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak;pi
N_pi	10	0.0	0.0465412079402279	0.0			?	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;pi
N_pi_amide_don	458	14.0	30.061299400291777	0.4657150648605733	0.2292601910889539	0.7157149668443893	-	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	87	3.0	3.170193583221046	0.9463144509149746	0.0	1.999913198037058	0	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	35	0.0	1.1080233300633109	0.0			?	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;hydrophobic;pi
S_mix	70	6.0	3.3902410438841226	1.76978566489359	0.5685378803597005	3.211833931745785	0	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
S_apol	224	5.0	10.729086822865648	0.4660228855026212	0.0973875334786454	0.8595607316427635	-	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	hydrophobic
Water	419	8.0	76.91870313693086	0.1040059136951175	0.037131072540841	0.1764502851335128	-	0	180	3.75	4.0	carbon_aromatic_pyrimidine_4	desolvation;hbond_weak
C_ali_apol	358	0.0	0.2787970098211418	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	hydrophobic
C_ali_weak_pol	372	0.0	0.3907127196536211	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	hbond_weak;hydrophobic
C_ali_don	362	0.0	0.1467504176399316	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	hbond_weak;hydrophobic
C_pi_carbonyl	333	0.0	0.0283930225387816	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	desolvation;hydrophobic;pi
C_pi_phenyl	334	0.0	0.3455324041722334	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	hydrophobic;pi
C_pi_don	124	0.0	0.0221130404281102	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	hydrophobic;hbond_weak;pi
C_pi_neg	182	0.0	0.024719704396767	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	desolvation;pi
C_pi_pos	61	0.0	0.0019783875002306	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	desolvation;pi
O_ali_mix	179	0.0	0.0961809357545912	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	desolvation;hbond_weak
O_pi_mix	149	0.0	0.0171279255820241	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	desolvation;hbond_weak
O_pi_acc	363	0.0	0.1357161796385998	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	desolvation;hydrophobic;pi
O_pi_acc_neg	215	0.0	0.0779417754348596	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	desolvation;pi
N_don_pos	97	1.0	0.0465175314234954	21.49727144581264	21.49727144581264		0	0	180	2.5	2.75	sulfur_thiazole	desolvation;hbond_weak
N_pi_don_pos	110	0.0	0.0247813863529708	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	desolvation;hbond_weak;pi
N_pi_amide_don	341	0.0	0.1054097409834199	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	88	0.0	0.0260689982268885	0.0	0.0		0	0	180	2.5	2.75	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
Water	335	1.0	0.2312588204523328	4.324159390089601	4.324159390089601		0	0	180	2.5	2.75	sulfur_thiazole	desolvation;hbond_weak
C_ali_apol	358	0.0	0.4186891893076311	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiazole	hydrophobic
C_ali_weak_pol	372	0.0	0.552956755299636	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiazole	hbond_weak;hydrophobic
C_ali_don	362	0.0	0.369703176137632	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiazole	hbond_weak;hydrophobic
C_pi_carbonyl	333	1.0	0.2244702161038874	4.454934010208234	0.0	8.597739501308256	0	0	180	2.75	3.0	sulfur_thiazole	desolvation;hydrophobic;pi
C_pi_phenyl	334	0.0	0.3477436891863679	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiazole	hydrophobic;pi
C_pi_don	124	0.0	0.1330556445930259	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiazole	hydrophobic;hbond_weak;pi
C_pi_neg	182	0.0	0.0345378168645577	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiazole	desolvation;pi
C_pi_pos	61	0.0	0.0282850784996035	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiazole	desolvation;pi
O_ali_mix	179	0.0	0.1182806501599087	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiazole	desolvation;hbond_weak
O_pi_mix	149	0.0	0.0133750106295201	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiazole	desolvation;hbond_weak
O_pi_acc	363	2.0	0.479972618874415	4.166904363607667	0.0	10.389530979829242	0	0	180	2.75	3.0	sulfur_thiazole	desolvation;hydrophobic;pi
O_pi_acc_neg	215	0.0	0.1595808292589334	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiazole	desolvation;pi
N_don_pos	97	0.0	0.0329011868420208	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiazole	desolvation;hbond_weak
N_pi_don_pos	110	0.0	0.1167263858270387	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiazole	desolvation;hbond_weak;pi
N_pi	9	0.0	0.0061469851096492	0.0			?	0	180	2.75	3.0	sulfur_thiazole	desolvation;hydrophobic;pi
N_pi_amide_don	341	0.0	0.2067587414719699	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	88	1.0	0.0849225394710992	11.775436841950762	0.0		0	0	180	2.75	3.0	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	53	0.0	0.0147527642631581	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiazole	desolvation;hydrophobic;pi
S_mix	54	0.0	0.0179116442937418	0.0	0.0		0	0	180	2.75	3.0	sulfur_thiazole	desolvation;hbond_weak
Water	335	0.0	0.639229077806203	0.0	0.0	0.0	-	0	180	2.75	3.0	sulfur_thiazole	desolvation;hbond_weak
other_ligand	67	0.0	0.79047356844992	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	
C_ali_apol	358	0.0	7.546478390233104	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	hydrophobic
C_ali_weak_pol	372	1.0	6.4174820848776335	0.1558243539715417	0.0	0.4985385254187278	-	0	180	3.0	3.25	sulfur_thiazole	hbond_weak;hydrophobic
C_ali_don	362	0.0	3.764343996816685	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	hbond_weak;hydrophobic
C_pi_carbonyl	333	0.0	1.4491507373641737	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	desolvation;hydrophobic;pi
C_pi_phenyl	334	0.0	4.112961110571493	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	hydrophobic;pi
C_pi_don	124	0.0	0.3690544057525212	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	hydrophobic;hbond_weak;pi
C_pi_neg	182	1.0	0.3311435667837374	3.019838222172313	0.0	9.32943643497074	0	0	180	3.0	3.25	sulfur_thiazole	desolvation;pi
C_pi_pos	61	0.0	0.0194587006849062	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	desolvation;pi
O_ali_mix	179	4.0	1.0653053244633777	3.7547920846212848	0.9157332167382682	6.43189435486852	0	0	180	3.0	3.25	sulfur_thiazole	desolvation;hbond_weak
O_pi_mix	149	1.0	0.4386758742945363	2.2795874097433924	0.0	7.674379833169636	0	0	180	3.0	3.25	sulfur_thiazole	desolvation;hbond_weak
O_pi_acc	363	15.0	5.658319932975925	2.6509635682814654	1.7214922893089242	3.657604408078611	+	0	180	3.0	3.25	sulfur_thiazole	desolvation;hydrophobic;pi
O_pi_acc_neg	215	5.0	1.36196374666688	3.671169671172562	1.1262535302235566	6.253795373809101	+	0	180	3.0	3.25	sulfur_thiazole	desolvation;pi
N_don_pos	97	0.0	0.3970461060238185	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	desolvation;hbond_weak
N_pi_don_pos	110	1.0	0.325989469931879	3.067583748054705	0.0	13.46475630542864	0	0	180	3.0	3.25	sulfur_thiazole	desolvation;hbond_weak;pi
N_pi_amide_don	341	0.0	2.864874166961907	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	88	0.0	0.1876507993328391	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	53	0.0	0.0847208584539025	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	desolvation;hydrophobic;pi
S_mix	54	0.0	0.3239416292328286	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	desolvation;hbond_weak
S_apol	149	0.0	0.6803664172031327	0.0	0.0	0.0	-	0	180	3.0	3.25	sulfur_thiazole	hydrophobic
Water	335	18.0	7.810599112924802	2.3045607308425304	1.5758629139212872	3.1114037442906843	+	0	180	3.0	3.25	sulfur_thiazole	desolvation;hbond_weak
other_ligand	67	3.0	3.092436377816949	0.9701088829247952	0.0	1.9018264288953404	0	0	180	3.25	3.5	sulfur_thiazole	
metal	12	0.0	0.1231738659669398	0.0			?	0	180	3.25	3.5	sulfur_thiazole	
C_ali_apol	358	16.0	26.07781314617097	0.6135483796251257	0.3497109735895344	0.907819708476298	-	0	180	3.25	3.5	sulfur_thiazole	hydrophobic
C_ali_weak_pol	372	7.0	20.64970824527458	0.3389878402568646	0.1256192332254889	0.5836167397948365	-	0	180	3.25	3.5	sulfur_thiazole	hbond_weak;hydrophobic
C_ali_don	362	2.0	12.87963049474851	0.1552839579377275	0.0	0.3955688217721765	-	0	180	3.25	3.5	sulfur_thiazole	hbond_weak;hydrophobic
C_pi_carbonyl	333	3.0	4.223059181073891	0.7103854981348198	0.0	1.540243345715963	0	0	180	3.25	3.5	sulfur_thiazole	desolvation;hydrophobic;pi
C_pi_phenyl	334	14.0	17.661462052622937	0.7926863562193501	0.3955200272172119	1.2290096392686962	0	0	180	3.25	3.5	sulfur_thiazole	hydrophobic;pi
C_pi_don	124	0.0	2.564692810420365	0.0	0.0	0.0	-	0	180	3.25	3.5	sulfur_thiazole	hydrophobic;hbond_weak;pi
C_pi_neg	182	2.0	1.4216037036539533	1.4068618384008094	0.0	3.5493734792008365	0	0	180	3.25	3.5	sulfur_thiazole	desolvation;pi
C_pi_pos	61	0.0	0.2492620884725271	0.0	0.0	0.0	-	0	180	3.25	3.5	sulfur_thiazole	desolvation;pi
O_ali_mix	179	6.0	2.011662505848499	2.982607660358645	0.9583127202539762	5.450906681776695	0	0	180	3.25	3.5	sulfur_thiazole	desolvation;hbond_weak
O_pi_mix	149	4.0	1.8431090241798616	2.170246006895822	0.0	4.641359184111664	0	0	180	3.25	3.5	sulfur_thiazole	desolvation;hbond_weak
O_pi_acc	363	35.0	15.67557653586719	2.2327727417180934	1.6450562134114717	2.8999990682529453	+	0	180	3.25	3.5	sulfur_thiazole	desolvation;hydrophobic;pi
O_pi_acc_neg	215	7.0	5.297192534914521	1.321454705273037	0.4085868523371417	2.3725923357576684	0	0	180	3.25	3.5	sulfur_thiazole	desolvation;pi
N_don_pos	97	0.0	1.2135293943252436	0.0	0.0	0.0	-	0	180	3.25	3.5	sulfur_thiazole	desolvation;hbond_weak
N_pi_don_pos	110	1.0	2.2550356264778286	0.4434519739991486	0.0	1.400249487908884	0	0	180	3.25	3.5	sulfur_thiazole	desolvation;hbond_weak;pi
N_pi	9	0.0	0.0386528914987531	0.0			?	0	180	3.25	3.5	sulfur_thiazole	desolvation;hydrophobic;pi
N_pi_amide_don	341	11.0	8.47620436599066	1.2977506823851068	0.6993914215555298	2.0252036547153054	0	0	180	3.25	3.5	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	88	1.0	1.215079000074062	0.822991756041416	0.0	2.6089339290415885	0	0	180	3.25	3.5	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	53	1.0	0.597918780727214	1.6724679542324423	0.0	6.188464325599357	0	0	180	3.25	3.5	sulfur_thiazole	desolvation;hydrophobic;pi
S_mix	54	2.0	0.8920923995391935	2.2419202327394463	0.0	5.956589133652627	0	0	180	3.25	3.5	sulfur_thiazole	desolvation;hbond_weak
S_apol	149	2.0	2.480944868416193	0.8061444756234253	0.0	2.1743315838073323	0	0	180	3.25	3.5	sulfur_thiazole	hydrophobic
Water	335	39.0	25.06016010591913	1.5562550213232007	1.1756586908433162	1.995171384316384	+	0	180	3.25	3.5	sulfur_thiazole	desolvation;hbond_weak
other_ligand	67	7.0	7.805153328476341	0.8968433681451436	0.1705900506212234	1.7514506928311548	0	0	180	3.5	3.75	sulfur_thiazole	
metal	12	0.0	1.3671497364157097	0.0			?	0	180	3.5	3.75	sulfur_thiazole	
C_ali_apol	358	77.0	70.91051844678786	1.0858755751134688	0.8728754921987092	1.3160374419323644	0	0	180	3.5	3.75	sulfur_thiazole	hydrophobic
C_ali_weak_pol	372	51.0	62.0282897919489	0.8222054835150341	0.6059321122581441	1.0439055681023863	0	0	180	3.5	3.75	sulfur_thiazole	hbond_weak;hydrophobic
C_ali_don	362	26.0	36.396775478662406	0.7143489954279738	0.470849136727559	0.9184728689812038	-	0	180	3.5	3.75	sulfur_thiazole	hbond_weak;hydrophobic
C_pi_carbonyl	333	25.0	12.37731482137022	2.0198241994164934	1.2643074242101595	2.781754576723235	+	0	180	3.5	3.75	sulfur_thiazole	desolvation;hydrophobic;pi
C_pi_phenyl	334	68.0	49.66333370221005	1.3692194005287637	1.041133887245575	1.7358949982277512	+	0	180	3.5	3.75	sulfur_thiazole	hydrophobic;pi
C_pi_don	124	4.0	7.1995537410536565	0.5555899912505686	0.0	1.0336559014452658	0	0	180	3.5	3.75	sulfur_thiazole	hydrophobic;hbond_weak;pi
C_pi_neg	182	4.0	3.465586893880163	1.154205657651681	0.2627572378473862	2.3093117787202697	0	0	180	3.5	3.75	sulfur_thiazole	desolvation;pi
C_pi_pos	61	0.0	0.8370640285523696	0.0	0.0	0.0	-	0	180	3.5	3.75	sulfur_thiazole	desolvation;pi
O_ali_mix	179	9.0	9.637790063363203	0.933824034434234	0.4247936150625665	1.5461168238378404	0	0	180	3.5	3.75	sulfur_thiazole	desolvation;hbond_weak
O_pi_mix	149	8.0	5.372200702686643	1.489147640370024	0.5851089870236269	2.6014001173496863	0	0	180	3.5	3.75	sulfur_thiazole	desolvation;hbond_weak
O_pi_acc	363	31.0	42.19085442722248	0.7347563926081125	0.5113242514736787	0.9530752072002256	-	0	180	3.5	3.75	sulfur_thiazole	desolvation;hydrophobic;pi
O_pi_acc_neg	215	5.0	12.713912325180216	0.3932699763940779	0.0845324121662906	0.7285351664420167	-	0	180	3.5	3.75	sulfur_thiazole	desolvation;pi
N_don_pos	97	0.0	3.440281385569969	0.0	0.0	0.0	-	0	180	3.5	3.75	sulfur_thiazole	desolvation;hbond_weak
N_pi_don_pos	110	6.0	6.921575988644566	0.8668546021662566	0.29050927299157	1.6595614363712554	0	0	180	3.5	3.75	sulfur_thiazole	desolvation;hbond_weak;pi
N_pi	9	1.0	0.0952713475871102	10.496335208081964			?	0	180	3.5	3.75	sulfur_thiazole	desolvation;hydrophobic;pi
N_pi_amide_don	341	29.0	25.556330929227663	1.1347481796314496	0.8010149738305903	1.5316001242828252	0	0	180	3.5	3.75	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_don	88	7.0	3.105068951308935	2.254378279441803	0.7960120706793055	3.737321061332176	0	0	180	3.5	3.75	sulfur_thiazole	desolvation;hydrophobic;hbond_weak;pi
N_pi_arom_acc	53	1.0	1.2684254177691583	0.7883790296151183	0.0	2.691386553644165	0	0	180	3.5	3.75	sulfur_thiazole	desolvation;hydrophobic;pi
S_mix	54	1.0	2.197128077515744	0.4551396025718644	0.0	1.6570899526205918	0	0	180	3.5	3.75	sulfur_thiazole	desolvation;hbond_weak
S_apol	149	11.0	6.641167591152537	1.6563352526526156	0.7669587283963408	2.4664290237694084	0	0	180	3.5	3.75	sulfur_thiazole	hydrophobic
Water	335	65.0	64.809252823414	1.0029432090060617	0.7789701455723839	1.260815396864188	0	0	180	3.5	3.75	sulfur_thiazole	desolvation;hbond_weak
other_ligand	67	12.0	10.17650914617016	1.1791862835907827	0.6081745961484767	1.8452957937447128	0	0	180	3.75	4.0	sulfur_thiazole	
metal	12	0.0	1.4947907443011703	0.0			?	0	180	3.75	4.0	sulfur_thiazole	
C_ali_apol	358	149.0	97.34815425569352	1.5305888554254286	1.302345097387675	1.7348057061473754	+	0	180	3.75	4.0	sulfur_thiazole	hydrophobic
C_ali_weak_pol	372	95.0	76.80333441421763	1.2369254632571507	1.034994812894629	1.4770864146721585	+	0	180	3.75	4.0	sulfur_thiazole	hbond_weak;hydrophobic
C_ali_don	362	50.0	44.72250810599267	1.1180052755873986	0.8430386317839972	1.4062495221214109	0	0	180	3.75	4.0	sulfur_thiazole	hbond_weak;hydrophobic
C_pi_carbonyl	333	29.0	13.86579261120012	2.09147798565624	1.3844745112854364	2.832473316005032	+	0	180	3.75	4.0	sulfur_thiazole	desolvation;hydrophobic;pi
